coordinates,Country,maps_url,type,info/comments,config type,name
"41.083557, -81.468910",United States,"https://www.google.com/maps/place/41%C2%B005'00.8%22N+81%C2%B028'08.1%22W/@41.083558,-81.4700312,299m/data=!3m2!1e3!4b1!4m14!1m7!3m6!1s0x8830d52048ff7557:0x10bd260c704956c7!2sManchester+Rd,+Akron,+OH!3b1!8m2!3d41.0314876!4d-81.5462282!3m5!1s0x0:0xa43ed0b8aacfa927!7e2!8m2!3d41.0835572!4d-81.4689103",Flock Camera,Mohawk/Eastland Ave,Config 1,
"41.084832, -81.467885",United States,"https://www.google.com/maps/place/41%C2%B005'05.4%22N+81%C2%B028'04.4%22W/@41.084833,-81.4690062,299m/data=!3m2!1e3!4b1!4m14!1m7!3m6!1s0x8830d52048ff7557:0x10bd260c704956c7!2sManchester+Rd,+Akron,+OH!3b1!8m2!3d41.0314876!4d-81.5462282!3m5!1s0x0:0xa6a5ab97595e5688!7e2!8m2!3d41.0848317!4d-81.4678855",Flock Camera,Eastwood/Ute,Config 1,
"41.084627, -81.464335",United States,"https://www.google.com/maps/place/41%C2%B005'04.7%22N+81%C2%B027'51.6%22W/@41.084628,-81.4654565,299m/data=!3m2!1e3!4b1!4m14!1m7!3m6!1s0x8830d52048ff7557:0x10bd260c704956c7!2sManchester+Rd,+Akron,+OH!3b1!8m2!3d41.0314876!4d-81.5462282!3m5!1s0x0:0xba371755fc1a2d79!7e2!8m2!3d41.0846269!4d-81.464335",Flock Camera,Eastwood/Hillside ave,Config 1,
"41.084336, -81.441734",United States,"https://www.google.com/maps/place/41%C2%B005'03.6%22N+81%C2%B026'30.2%22W/@41.084337,-81.4428552,299m/data=!3m2!1e3!4b1!4m14!1m7!3m6!1s0x883128d86313616d:0xc0b35bec6b6faee6!2sDarrow+Rd,+Akron,+OH+44305!3b1!8m2!3d41.0752556!4d-81.4419425!3m5!1s0x0:0x2b468bdf8efe3b4!7e2!8m2!3d41.084336!4d-81.4417338",Flock Camera,Eastwood/Darrow,Config 2,
"41.084168, -81.441395",United States,"https://www.google.com/maps/place/41%C2%B005'03.0%22N+81%C2%B026'29.0%22W/@41.084169,-81.4425162,299m/data=!3m2!1e3!4b1!4m14!1m7!3m6!1s0x883128d86313616d:0xc0b35bec6b6faee6!2sDarrow+Rd,+Akron,+OH+44305!3b1!8m2!3d41.0752556!4d-81.4419425!3m5!1s0x0:0x28ba29fecd19fcfd!7e2!8m2!3d41.0841683!4d-81.4413952",Flock Camera,Eastwood/Darrow,Config 2,
"41.035503, -81.491466",United States,"https://www.google.com/maps/place/41%C2%B002'07.8%22N+81%C2%B029'29.3%22W/@41.035504,-81.4925872,299m/data=!3m2!1e3!4b1!4m14!1m7!3m6!1s0x88312a3b3e601487:0x39f9f378a616d8ae!2sRosemary+Blvd,+Akron,+OH+44306!3b1!8m2!3d41.0353849!4d-81.4868167!3m5!1s0x0:0x8b119d0e2b3eb752!7e2!8m2!3d41.0355028!4d-81.4914661",Flock Camera,Rosemary/S Arlington St,Config 2,
"41.035344, -81.491161",United States,"https://www.google.com/maps/place/41%C2%B002'07.2%22N+81%C2%B029'28.2%22W/@41.035345,-81.4922822,299m/data=!3m2!1e3!4b1!4m14!1m7!3m6!1s0x88312a3b3e601487:0x39f9f378a616d8ae!2sRosemary+Blvd,+Akron,+OH+44306!3b1!8m2!3d41.0353849!4d-81.4868167!3m5!1s0x0:0xe1a8a8ef7840817!7e2!8m2!3d41.0353438!4d-81.4911608",Flock Camera,Rosemary/S Arlington St,Config 2,
"41.133466, -81.548225",United States,"https://www.google.com/maps/place/41%C2%B008'00.5%22N+81%C2%B032'53.6%22W/@41.133466,-81.5487722,283m/data=!3m2!1e3!4b1!4m6!3m5!1s0x0:0x3bd5b67aa05043b1!7e2!8m2!3d41.1334656!4d-81.5482248",Flock Camera,"N Portage Path, near towpath",Config 2,
"41.134695, -81.548124",United States,"https://www.google.com/maps/place/41%C2%B008'04.9%22N+81%C2%B032'53.3%22W/@41.134696,-81.5486712,299m/data=!3m2!1e3!4b1!4m6!3m5!1s0x0:0x46e56b1218fc20c3!7e2!8m2!3d41.1346951!4d-81.5481241",Flock Camera,"N Portage Path, near spirit liquour",Config 2,
"41.104905, -81.514424",United States,"https://www.google.com/maps/place/41%C2%B006'17.7%22N+81%C2%B030'51.9%22W/@41.104905,-81.5149712,284m/data=!3m2!1e3!4b1!4m6!3m5!1s0x0:0x2ef526a78c722289!7e2!8m2!3d41.104905!4d-81.5144243",Flock Camera,"Cuyahoga St, near N Howard St",Config 2,
"41.105198, -81.514135",United States,"https://www.google.com/maps/place/41%C2%B006'18.7%22N+81%C2%B030'50.9%22W/@41.105198,-81.5146822,284m/data=!3m2!1e3!4b1!4m6!3m5!1s0x0:0xdffc71d4507c01e1!7e2!8m2!3d41.1051984!4d-81.5141349",Flock Camera,"Cuyahoga St, near N Howard St",Config 1,
"41.133381, -81.549267",United States,"https://www.google.com/maps/place/41%C2%B008'00.2%22N+81%C2%B032'57.4%22W/@41.133381,-81.5498142,283m/data=!3m2!1e3!4b1!4m6!3m5!1s0x0:0xead6816a34bdc8e!7e2!8m2!3d41.1333814!4d-81.5492666",Flock Camera,"Merriman, near R Shea's",Config 2,
"41.133403, -81.548856",United States,"https://www.google.com/maps/place/41%C2%B008'00.3%22N+81%C2%B032'55.9%22W/@41.133403,-81.5494032,283m/data=!3m2!1e3!4b1!4m6!3m5!1s0x0:0xfe9f29f4e5a9cf81!7e2!8m2!3d41.133403!4d-81.5488563",Flock Camera,"Merriman, Across from R Shea's",Config 2,
"41.044788, -81.437159",United States,"https://www.google.com/maps/place/41%C2%B002'41.2%22N+81%C2%B026'13.8%22W/@41.0447879,-81.4416437,1135m/data=!3m2!1e3!4b1!4m14!1m7!3m6!1s0x88312c0bf6d90477:0xb6aadc50c9952beb!2sCanton+Rd,+Akron,+OH!3b1!8m2!3d41.0285749!4d-81.4248852!3m5!1s0x0:0xe0d5574d25142653!7e2!8m2!3d41.0447881!4d-81.4371592",Flock Camera,Triplett/Canton Rd,Config 2,
