longitude,latitude,note a,note b,make,model,type,integrated,date integrated,note c,disposition,status,statusChangeTimestamp,directions
-84.41534617,33.7547266,Mlk Jr Dr SW & Mayson Turner Rd SW,,,,PTZ,,,"Zone 1 3 4 new install, ",,,,
-84.41929934,33.7454829,Sells Ave SW & Legacy Dr Sw,,,,PTZ,,,"Zone 1 3 4 new install, ",,,,
-84.42400284,33.7634596,Joseph E Boone Blvd NW & Mayson Turner Rd NW,,,,PTZ,,,"Zone 1 3 4 new install, ",,,,
-84.41729515,33.7729895,Donald Hollowell Pkwy NW & Joseph Lowery Blvd NW,,,,PTZ/QUAD,,,"Zone 1 3 4 new install, ",,,,
-84.441934,33.7726828,Donald Lee Hollowell Pkwy NW & W Lake Ave NW,,,,PTZ/QUAD,,,"Zone 1 3 4 new install, ",,,,
-84.412551,33.7633946,Joseph E Boone Blvd NW & James P Brawley Dr NW,,,,PTZ/QUAD,,,"Zone 1 3 4 new install, ",,,,
-84.49447162,33.7877187,Donald Hollowell Pkwy NW & Bolton Rd NW,,,,PTZ,,,"Zone 1 3 4 new install, ",,,,
-84.4386173,33.8102186,Marietta Blvd NW and Chattahoochee Ave NW,,,,PTZ/QUAD,,,"Zone 1 3 4 new install, ",,,,
-84.4701233,33.7900551,Hightower Rd NW and Center St NW,,,,PTZ,,,"Zone 1 3 4 new install, ",,,,
-84.38879209,33.681071,Cleveland Ave Se & Macon Dr SW,,,,PTZ/QUAD,,,"Zone 1 3 4 new install, ",,,,
-84.38431404,33.6810138,Cleveland Avenue SE @ Browns Mill Road SE,,,,PTZ/QUAD,,,"Zone 1 3 4 new install, ",,,,
-84.38024847,33.7061448,Lakewood Ave SE & Adair Ave SE ,,,,PTZ/QUAD,,,"Zone 1 3 4 new install, ",,,,
-84.37938441,33.7063904,Jonesboro Rd Se & Adair Ave SE,,,,PTZ/QUAD,,,"Zone 1 3 4 new install, ",,,,
-84.36652035,33.6503576,3833 Jonesboro Rd SE,,,,PTZ,,,"Zone 1 3 4 new install, ",,,,
-84.37145359,33.6734792,2980 Jonesboro Road SE,,,,PTZ,,,"Zone 1 3 4 new install, ",,,,
-84.39100568,33.7304461,Atlanta Ave SE & Washington St SW,,,,PTZ,,,"Zone 1 3 4 new install, ",,,,
-84.39920554,33.7268816,Delevan St SW and Garibaldi St SW,,,,PTZ,,,"Zone 1 3 4 new install, ",,,,
-84.40407532,33.7256669,Fletcher St SW and Coleman St SW,,,,PTZ/QUAD,,,"Zone 1 3 4 new install, ",,,,
-84.4016893,33.7280542,Arthur St SW and McDaniel St SW,,,,PTZ,,,"Zone 1 3 4 new install, ",,,,
-84.38829679,33.7127349,Moury Ave SW and Benjamin Bickers Dr SE,,,,PTZ,,,"Zone 1 3 4 new install, ",,,,
-84.38044191,33.7050112,Claire Dr SE and Lakewood Ave SE,,,,PTZ,,,"Zone 1 3 4 new install, ",,,,
-84.38517638,33.7021578,Lakewood Ave SE and Shadydale Ave SE,,,,PTZ,,,"Zone 1 3 4 new install, ",,,,
-84.48795642,33.7514292,Martin Luther King Dr SW & Lynhurst Dr,,,,PTZ/QUAD,,,"Zone 1 3 4 new install, ",,,,
-84.42345767,33.7357516,Lawton St SW & Oglethorpe Ave SW,,,,PTZ,,,"Zone 1 3 4 new install, ",,,,
-84.46596316,33.7213995,Cascade Rd SW & Venetian Dr SW,,,,PTZ,,,"Zone 1 3 4 new install, ",,,,
-84.48681961,33.7521955,3051 Martin Luther King Jr Dr SW,,,,PTZ/QUAD,,,"Zone 1 3 4 new install, ",,,,
-84.42752551,33.7195711,Oakland Dr Sw & Oakland Ln SW,,,,PTZ,,,"Zone 1 3 4 new install, ",,,,
-84.49063046,33.6924441,Campbellton Rd SW & Mt Gilead Rd SW,,,,PTZ/QUAD,,,"Zone 1 3 4 new install, ",,,,
-84.51028049,33.6572059,Carmia Dr Sw & Princeton lakes Pkwy,,,,PTZ,,,"Zone 1 3 4 new install, ",,,,
-84.42315441,33.7222512,Avon Ave  & Lee St SW,,,,PTZ/QUAD,,,"Zone 1 3 4 new install, ",,,,
-84.4177695,33.7394523,565 Joseph E Lowery Blvd SW,,,,PTZ,,,"Zone 1 3 4 new install, ",,,,
-84.50986462,33.7430304,401 Fairburn Rd SW,,,,PTZ,,,"Zone 1 3 4 new install, ",,,,
-84.50853841,33.7455088,321 Fairburn Rd SW,,,,PTZ,,,"Zone 1 3 4 new install, ",,,,
-84.51010273,33.7426229,431 Fairburn Rd SW,,,,PTZ,,,"Zone 1 3 4 new install, ",,,,
-84.49141673,33.6863324,Greenbriar Pkwy SW and Continental Colony Pkwy SW,,,,PTZ,,,"Zone 1 3 4 new install, ",,,,
-84.4163518,33.7382329,RDA SW and Dunn St SW,,,,PTZ/QUAD,,,"Zone 1 3 4 new install, ",,,,
-84.41655087,33.7406371,Oak St SW and Dunn St SW,,,,PTZ,,,"Zone 1 3 4 new install, ",,,,
-84.4332766,33.7368138,Donnelly Ave SW and Oglethorpe Ave SW,,,,PTZ/QUAD,,,"Zone 1 3 4 new install, ",,,,
-84.52194407,33.7174518,Kimberly Rd SW and Kimberly Way SW,,,,PTZ,,,"Zone 1 3 4 new install, ",,,,
-84.43674226,33.7883968,W Marietta St NW & Johnson Rd NW,,,,LPR,,,"Zone 1 3 4 new install, ",,,,
-84.43295391,33.7634905,Joseph E Boone Blvd NW & Chappell Rd NW,,,,LPR,,,"Zone 1 3 4 new install, ",,,,
-84.44091753,33.7679762,North Ave NW & West lake ave NW,,,,LPR,,,"Zone 1 3 4 new install, ",,,,
-84.4328426,33.7678219,North Ave NW & Chappell Rd NW,,,,LPR,,,"Zone 1 3 4 new install, ",,,,
-84.4361663,33.8024221,Marietta Blvd NW & Carroll Dr NW ,,,,LPR,,,"Zone 1 3 4 new install, ",,,,
-84.42772734,33.7861632,Marietta Blvd NW  & W Marietta St NW,,,,LPR,,,"Zone 1 3 4 new install, ",,,,
-84.51090674,33.7658313,Martin Luther King Jr Dr & Bolton Rd NW ,,,,LPR,,,"Zone 1 3 4 new install, ",,,,
-84.44213063,33.7854518,Johnson Rd NW & Grove park Pl NW ,,,,LPR,,,"Zone 1 3 4 new install, ",,,,
-84.43674744,33.7885591,Perry Blvd NW  & Johnson Rd NW,,,,LPR,,,"Zone 1 3 4 new install, ",,,,
-84.44968472,33.7767433,Donald Lee Hollowell Pkwy NW and Hollywood Rd NW,,,,LPR,,,"Zone 1 3 4 new install, ",,,,
-84.44968472,33.7767433,Hollywood Rd NW and Donald Lee Hollowell Pkwy NW,,,,LPR,,,"Zone 1 3 4 new install, ",,,,
-84.4153737,33.7547803,Mayson Turner Rd NW and MLK Jr Dr NW,,,,LPR,,,"Zone 1 3 4 new install, ",,,,
-84.41735314,33.7827262,Joseph E Lowery Blvd NW and West Marietta St NW,,,,LPR,,,"Zone 1 3 4 new install, ",,,,
-84.41754172,33.7635408,Joseph E lowery Blvd NW and Joseph E Boone Blvd NW,,,,LPR,,,"Zone 1 3 4 new install, ",,,,
-84.47527177,33.7788998,James Jackson Pkwy NW and Hightower Pl NW,,,,LPR,,,"Zone 1 3 4 new install, ",,,,
-84.49212201,33.7862043,Donald Lee Hollowell Pkwy NW and I-285,,,,LPR,,,"Zone 1 3 4 new install, ",,,,
-84.39342396,33.7170039,Moury Ave SW &  Pryor Rd SW,,,,LPR,,,"Zone 1 3 4 new install, ",,,,
-84.36794073,33.6536794,3669 Jonesboro Rd SE  ,,,,LPR,,,"Zone 1 3 4 new install, ",,,,
-84.38035361,33.648999,Gilbert Rd SE  & Archcrest Dr SE,,,,LPR,,,"Zone 1 3 4 new install, ",,,,
-84.36751953,33.6802778,JonesboroRd SE at Cleveland Ave,,,,LPR,,,"Zone 1 3 4 new install, ",,,,
-84.36548194,33.6484954,Jonesboro Rd SE & Conley Rd SE,,,,LPR,,,"Zone 1 3 4 new install, ",,,,
-84.36683364,33.6933551,Jonesboro Rd SE & Constitution Rd SE,,,,LPR,,,"Zone 1 3 4 new install, ",,,,
-84.37669018,33.7031982,Browns Mill Rd SE & Jonesboro Rd SE,,,,LPR,,,"Zone 1 3 4 new install, ",,,,
-84.38349791,33.6735181,Browns Mill Rd SE & Mt Zion Rd SE,,,,LPR,,,"Zone 1 3 4 new install, ",,,,
-84.36013561,33.6831758,Forest Park Rd SE & S River Industrial BLVD SE ,,,,LPR,,,"Zone 1 3 4 new install, ",,,,
-84.35810988,33.6500516,Conley Rd SE  & Forest Park Rd SE,,,,LPR,,,"Zone 1 3 4 new install, ",,,,
-84.38063245,33.6522122,Ruby Harper Blvd SE  & Southside Industrial Pkwy SE,,,,LPR,,,"Zone 1 3 4 new install, ",,,,
-84.37392805,33.6968573,Browns Mill Rd SE & Harper Rd SE,,,,LPR,,,"Zone 1 3 4 new install, ",,,,
-84.36006787,33.6933133,Forest Park RD & Constitution Rd SE,,,,LPR,,,"Zone 1 3 4 new install, ",,,,
-84.37641095,33.7066601, Sawtell Ave SE & Richmond Ave SE,,,,LPR,,,"Zone 1 3 4 new install, ",,,,
-84.37876766,33.7174979,Hill St SE  & Mcdonough Blvd,,,,LPR,,,"Zone 1 3 4 new install, ",,,,
-84.37375284,33.7139977,Sawtell Ave SE  & McDonough Blvd,,,,LPR,,,"Zone 1 3 4 new install, ",,,,
-84.38193898,33.7176365,Lakewood Ave  & McDonough Blvd,,,,LPR,,,"Zone 1 3 4 new install, ",,,,
-84.37386167,33.6890347,Browns Mill Rd & McWilliams Rd Se,,,,LPR,,,"Zone 1 3 4 new install, ",,,,
-84.50049314,33.6724781,Stone Rd SW & Camp Creek Pkwy SW,,,,LPR,,,"Zone 1 3 4 new install, ",,,,
-84.4866051,33.6778781,Hogan Rd SW & Pine Canton Dr SW,,,,LPR,,,"Zone 1 3 4 new install, ",,,,
-84.45743686,33.7063075,Delowe Dr SW & Langford Pkwy ,,,,LPR,,,"Zone 1 3 4 new install, ",,,,
-84.49036438,33.7201115,Childress Dr SW & Cascade Rd,,,,LPR,,,"Zone 1 3 4 new install, ",,,,
-84.49947441,33.683976,3331 Greenbriar Pkwy SW ,,,,LPR,,,"Zone 1 3 4 new install, ",,,,
-84.52268662,33.6640142,Fairburn Rd SW  & Welcome All Rd,,,,LPR,,,"Zone 1 3 4 new install, ",,,,
-84.53756419,33.6807787,Butner Rd SW  & Tell Rd SW,,,,LPR,,,"Zone 1 3 4 new install, ",,,,
-84.42903821,33.7016606,Lee St SW  & Deshler St SW,,,,LPR,,,"Zone 1 3 4 new install, ",,,,
-84.47509579,33.69976,Dodson Dr SW & Ivydale Sr SW,,,,LPR,,,"Zone 1 3 4 new install, ",,,,
-84.53989387,33.7475549,Boulder Park Dr SW  & Bakers Ferry Rd SW,,,,LPR,,,"Zone 1 3 4 new install, ",,,,
-84.43429537,33.714583,Campbellton Rd SW & Ventian Dr SW,,,,LPR,,,"Zone 1 3 4 new install, ",,,,
-84.49468681,33.6781488,Hogan Rd SW  & Stone Hogan Conn SW,,,,LPR,,,"Zone 1 3 4 new install, ",,,,
-84.44409714,33.7509756,Martin Luther King Jr Dr SW  & W Lake Ave SW,,,,LPR,,,"Zone 1 3 4 new install, ",,,,
-84.49959111,33.7505026,Brownlee Rd SW  & Boulder Park SW,,,,LPR,,,"Zone 1 3 4 new install, ",,,,
-84.49406952,33.7508244,Cushman Cir SW & Boulder Park Dr SW,,,,LPR,,,"Zone 1 3 4 new install, ",,,,
-84.50183064,33.7229548,Cascade Rd SW and I-285,,,,LPR,,,"Zone 1 3 4 new install, ",,,,
-84.43392267,33.7396623,RDA Blvd SW and S Gordon St SW,,,,LPR,,,"Zone 1 3 4 new install, ",,,,
-84.41755937,33.7273743,Donnely Ave SW and Lee St SW,,,,LPR,,,"Zone 1 3 4 new install, ",,,,
-84.42314002,33.7223299,Avon Ave SW and Lee St SW,,,,LPR,,,"Zone 1 3 4 new install, ",,,,
-84.48940282,33.6910537,Greenbriar Pkwy SW and Campbellton Rd SW,,,,LPR,,,"Zone 1 3 4 new install, ",,,,
-84.54021442,33.7205939,Heatherland Dr SW and New Hope Rd SW,,,,LPR,,,"Zone 1 3 4 new install, ",,,,
-84.48804718,33.7516183,Lynhurst Dr SW and MLK Jr DR SW,,,,LPR,,,"Zone 1 3 4 new install, ",,,,
-84.50528399,33.759688,Fairburn Rd SW and MLK Dr SW,,,,LPR,,,"Zone 1 3 4 new install, ",,,,
-84.50556766,33.7594234,Fairburn Rd SW and Bakers Ferry Dr SW,,,,LPR,,,"Zone 1 3 4 new install, ",,,,
-84.53979765,33.7476099,Bakers Ferry Rd SW and Boulder Park Rd SW,,,,LPR,,,"Zone 1 3 4 new install, ",,,,
-84.38838635,33.7216721,McDonough Blvd SE and University Ave SE,,,,LPR,,,"Zone 1 3 4 new install, ",,,,
-84.41815837,33.7183789,Sylvan Rd SW and Dill Ave SW,,,,LPR,,,"Zone 1 3 4 new install, ",,,,
-84.41341294,33.7319072,Murphy Ave SW and Lee St SW,,,,LPR,,,"Zone 1 3 4 new install, ",,,,
-84.40823679,33.7381409,Metropolitan Pkwy SW and RDA SW,,,,LPR,,,"Zone 1 3 4 new install, ",,,,
-84.39454966,33.7368953,RDA SW and Pryor St SW,,,,LPR,,,"Zone 1 3 4 new install, ",,,,
-84.49469432,33.6783939,Continental Colony and Hogan Rd SW,,,,LPR,,,"Zone 1 3 4 new install, ",,,,
-84.50211594,33.7574075,Delmar Ln NW and MLK Dr SW,,,,LPR,,,"Zone 1 3 4 new install, ",,,,
-84.53535355,33.6959319,County Line Rd SW and Campbellton Rd NW,,,,LPR,,,"Zone 1 3 4 new install, ",,,,
-84.42248994,33.7223094,Avon Ave SW & Murphy Ave SW ,,,,LPR,,,"Zone 1 3 4 new install, ",,,,
-84.417938,33.7265115,Allene Ave SW & Murphy Ave SW,,,,LPR,,,"Zone 1 3 4 new install, ",,,,
-84.41254888,33.7381552,Ralph David Abernathy Blvd SW & Murphy Ave SW,,,,LPR,,,"Zone 1 3 4 new install, ",,,,
-84.40844744,33.7444579,NorthSide Dr SW & Peters St SW,,,,LPR,,,"Zone 1 3 4 new install, ",,,,
-84.39816156,33.7438771,407 Windsor St Sw,,,,LPR,,,"Zone 1 3 4 new install, ",,,,
-84.39450638,33.7470388,Pryor St SW & Memorial Dr SW,,,,LPR,,,"Zone 1 3 4 new install, ",,,,
-84.38332765,33.7420748,Fulton St SE & Sydney St SE,,,,LPR,,,"Zone 1 3 4 new install, ",,,,
-84.37973982,33.7368007,Georgia Ave SE & Grant Ter SE,,,,LPR,,,"Zone 1 3 4 new install, ",,,,
-84.37861824,33.7304011,Atlanta Ave SE & Hill St SE,,,,LPR,,,"Zone 1 3 4 new install, ",,,,
-84.36837261,33.7219168,Englewood Ave Se & Boulevard SE,,,,LPR,,,"Zone 1 3 4 new install, ",,,,
-84.35551092,33.7052185,Henry Thomas Drive SE & Thomasville Blvd SE,,,,LPR,,,"Zone 1 3 4 new install, ",,,,
-84.34983415,33.6923452,Constitution Rd SE & Moreland Ave SE,,,,LPR,,,"Zone 1 3 4 new install, ",,,,
-84.39343105,33.6527678,Southside Industrial Pkwy SE & Browns Mill Rd SE,,,,LPR,,,"Zone 1 3 4 new install, ",,,,
-84.39123045,33.6562863,Browns Mill Rd SE & Empire Blvd ,,,,LPR,,,"Zone 1 3 4 new install, ",,,,
-84.41620228,33.6750383,2950 Springdale Rd,,,,LPR,,,"Zone 1 3 4 new install, ",,,,
-84.41692607,33.6972217,2998 Lakewood Ave SW,,,,LPR,,,"Zone 1 3 4 new install, ",,,,
-84.42811008,33.7013673,Astor Ave SW & Murphy Ave SW,,,,LPR,,,"Zone 1 3 4 new install, ",,,,
-84.425101,33.745259,1143 Sells Ave,,,,Upgrade to Quad,,,"Zone 1 3 4 new install, ",,,,
-84.4621259,33.7118259,1620 Delowe Dr -  Adams Park,,,,Upgrade to Quad,,,"Zone 1 3 4 new install, ",,,,
-84.408102,33.702387,1919 Metropolitan Pkwy SW,,,,Upgrade to Quad,,,"Zone 1 3 4 new install, ",,,,
-84.4513,33.700281,1935 Alison Ct,,,,Upgrade to Quad,,,"Zone 1 3 4 new install, ",,,,
-84.5043,33.7613,213 Fairburn Rd NW,,,,Upgrade to Quad,,,"Zone 1 3 4 new install, ",,,,
-84.45262,33.700671,Alison and Plaza,,,,Upgrade to Quad,,,"Zone 1 3 4 new install, ",,,,
-84.422988,33.722262,Avon Ave SW and Lee St SW,,,,Upgrade to Quad,,,"Zone 1 3 4 new install, ",,,,
-84.53534,33.695982,Campbellton and County Line,,,,Upgrade to Quad,,,"Zone 1 3 4 new install, ",,,,
-84.457449,33.706422,Campbellton and Delowe,,,,Upgrade to Quad,,,"Zone 1 3 4 new install, ",,,,
-84.511422,33.690618,Campbellton and Fairburn,,,,Upgrade to Quad,,,"Zone 1 3 4 new install, ",,,,
-84.393693,33.681087,Cleveland and Old Hapeville,,,,Upgrade to Quad,,,"Zone 1 3 4 new install, ",,,,
-84.43395,33.771303,Donald Lee Hollowell Pkwy NW and Chappel Rd. NW,,,,Upgrade to Quad,,,"Zone 1 3 4 new install, ",,,,
-84.489048,33.689592,Greenbriar Pkwy and Headland Dr,,,,Upgrade to Quad,,,"Zone 1 3 4 new install, ",,,,
-84.400002,33.726888,Ira St SW and Delevan St SW,,,,Upgrade to Quad,,,"Zone 1 3 4 new install, ",,,,
-84.4127,33.75213,James P. Brawley Dr. & Beckwith St.,,,,Upgrade to Quad,,,"Zone 1 3 4 new install, ",,,,
-84.4176,33.74215,Joesph E Lowery Blvd & Lucile Ave.,,,,Upgrade to Quad,,,"Zone 1 3 4 new install, ",,,,
-84.439611,33.763572,Joseph E Boone Blvd NW and Lanier,,,,Upgrade to Quad,,,"Zone 1 3 4 new install, ",,,,
-84.405168,33.763437,Joseph E Boone Blvd NW and Maple St NW,,,,Upgrade to Quad,,,"Zone 1 3 4 new install, ",,,,
-84.415073,33.763464,Joseph E Boone Blvd NW and Sciple Terrace NW,,,,Upgrade to Quad,,,"Zone 1 3 4 new install, ",,,,
-84.417615,33.750834,Joseph E Lowery & Parsons St.,,,,Upgrade to Quad,,,"Zone 1 3 4 new install, ",,,,
-84.417682,33.740676,Joseph E Lowery and Oak St,,,,Upgrade to Quad,,,"Zone 1 3 4 new install, ",,,,
-84.41405349,33.7430429,Lee St. & Norcross St.,,,,Upgrade to Quad,,,"Zone 1 3 4 new install, ",,,,
-84.40785,33.722181,Metropolitan Parkway and University Ave,,,,Upgrade to Quad,,,"Zone 1 3 4 new install, ",,,,
-84.49277,33.75243,MLK Jr Dr SW and Harwell Rd NW,,,,Upgrade to Quad,,,"Zone 1 3 4 new install, ",,,,
-84.412724,33.754707,MLK Jr Dr SW and James P Brawley Dr NW,,,,Upgrade to Quad,,,"Zone 1 3 4 new install, ",,,,
-84.488159,33.751287,Martin Luther King Dr SW & Lynhurst Dr,,,,Upgrade to Quad,,,"Zone 1 3 4 new install, ",,,,
-84.48183,33.75441,MLK Jr Dr SW and Linkwood Rd NW,,,,Upgrade to Quad,,,"Zone 1 3 4 new install, ",,,,
-84.468132,33.752052,MLK Jr Dr SW and Peyton Rd SW,,,,Upgrade to Quad,,,"Zone 1 3 4 new install, ",,,,
-84.410032,33.754698,MLK Jr Dr SW and Sunset Ave,,,,Upgrade to Quad,,,"Zone 1 3 4 new install, ",,,,
-84.455019,33.700716,Myrtle and Alison,,,,Upgrade to Quad,,,"Zone 1 3 4 new install, ",,,,
-84.40277,33.758082,Northside Dr NW and Magnolia St NW PTZ,,,,Upgrade to Quad,,,"Zone 1 3 4 new install, ",,,,
-84.414042,33.740631,Oak St SW and Lee St SW,,,,Upgrade to Quad,,,"Zone 1 3 4 new install, ",,,,
-84.428713,33.719509,Oakland Park Pool and Parking Lot,,,,Upgrade to Quad,,,"Zone 1 3 4 new install, ",,,,
-84.428713,33.719509,Oakland Park Rec Center,,,,Upgrade to Quad,,,"Zone 1 3 4 new install, ",,,,
-84.415656,33.73735,R. D. Abernathy Blvd SW and Evans St SW,,,,Upgrade to Quad,,,"Zone 1 3 4 new install, ",,,,
-84.417704,33.738419,R. D. Abernathy Blvd SW and Joseph E Lowery BLVD,,,,Upgrade to Quad,,,"Zone 1 3 4 new install, ",,,,
-84.420548,33.73806,R. D. Abernathy Blvd SW and Peeples St SW,,,,Upgrade to Quad,,,"Zone 1 3 4 new install, ",,,,
-84.4458,33.7506,R.D. Abernathy Blvd SW and MLK Jr Dr SW,,,,Upgrade to Quad,,,"Zone 1 3 4 new install, ",,,,
-84.41411733,33.7382657,R. D. Abernathy Blvd & Lee St.,,,,Upgrade to Quad,,,"Zone 1 3 4 new install, ",,,,
-84.424602,33.734094,R. D. Abernathy Blvd SW and White St SW,,,,Upgrade to Quad,,,"Zone 1 3 4 new install, ",,,,
-84.41807,33.718302,Sylvan Rd SW and Dill Ave SW,,,,Upgrade to Quad,,,"Zone 1 3 4 new install, ",,,,
-84.415741,33.740582,West End Mall PTZ Camera,,,,Upgrade to Quad,,,"Zone 1 3 4 new install, ",,,,
-84.4246478,33.7422955,West End Park - Lucile and Dargon,,,,Upgrade to Quad,,,"Zone 1 3 4 new install, ",,,,
-84.398292,33.73812,Windsor St SW and Glenn St SW,,,,Upgrade to Quad,,,"Zone 1 3 4 new install, ",,,,
-84.47646468,33.8108896,James Jackson Pkwy NW and Bolton Rd NW,,,,Upgrade to Quad,,,"Zone 1 3 4 new install, ",,,,
-84.49130466,33.786105,Donald Lee Hollowell Pkwy NW and Harwell Rd NW,,,,Upgrade to Quad,,,"Zone 1 3 4 new install, ",,,,
-84.51297777,33.6555162,Camp Creek Pkwy SW and Princeton Pkwy SW,,,,Upgrade to Quad,,,"Zone 1 3 4 new install, ",,,,
-84.3766,33.7523,Hilliard St SE & Veranda Cir SE,,,,PTZ,,,"District 5 DOT, Scope of work",,,,
-84.3778,33.75545,Auburn Ave NE and Fort St NE,,,,PTZ,,,"District 5 DOT, Scope of work",,,,
-84.3737,33.73651,Georgia Ave SE & Cherokee Ave SE,,,,PTZ,,,"District 5 DOT, Scope of work",,,,
-84.378,33.74732,Martin Luther King Jr DR SE & Fort St SE,,,,PTZ/QUAD,,,"District 5 DOT, Scope of work",,,,
-84.3864,33.75449,Edgewood Ave SE & Peachtree Center Ave NE,,,,PTZ,,,"District 5 DOT, Scope of work",,,,
-84.3766,33.74809,Grant St SE & Biggers St SE,,,,PTZ,,,"District 5 DOT, Scope of work",,,,
-84.3858,33.76453,Peachtree Ave NE & Ralph McGill Blvd,,,,PTZ/QUAD,,,"District 5 DOT, Scope of work",,,,
-84.3373,33.75629,Wesley Ave NE & Marona St NE,,,,PTZ,,,"District 5 DOT, Scope of work",,,,
-84.3373,33.75533,Wesley Ave NE & Hardee St NE,,,,PTZ,,,"District 5 DOT, Scope of work",,,,
-84.3419,33.75548,Whitefoord Ave NE & Hardee St NE,,,,PTZ,,,"District 5 DOT, Scope of work",,,,
-84.3465,33.74109,477 Flat Shoals Ave SE,,,,PTZ,,,"District 5 DOT, Scope of work",,,,
-84.3479,33.74257,Flat Shoal Ave SE & Oak Grove Ave SE,,,,PTZ,,,"District 5 DOT, Scope of work",,,,
-84.3486,33.74332,Flat Shoals Ave SE & McPherson Ave SE,,,,PTZ,,,"District 5 DOT, Scope of work",,,,
-84.3472,33.74191,Flat Shoals Ave SE & Metropolitan Ave SE,,,,PTZ,,,"District 5 DOT, Scope of work",,,,
-84.3447,33.73961,Flat Shoals Ave SE & Stokeswood Ave SE,,,,PTZ,,,"District 5 DOT, Scope of work",,,,
-84.3444,33.74018,Glenwood Ave SE & Haas Ave SE,,,,PTZ,,,"District 5 DOT, Scope of work",,,,
-84.3469,33.74017,1242 Glenwood Ave SE,,,,QUAD upgrade,,,"District 5 DOT, Scope of work",,,,
-84.3514,33.75792,Seaboard Ave NE & Holiday Ave NE,,,,PTZ,,,"District 5 DOT, Scope of work",,,,
-84.3762,33.75446,346 Edgewood Ave SE,,,,PTZ/QUAD,,,"District 5 DOT, Scope of work",,,,
-84.3729,33.75437,444 Edgewood Ave SE,,,,PTZ/QUAD,,,"District 5 DOT, Scope of work",,,,
-84.3766,33.75441,Edgewood Ave SE & Hilliard St SE,,,,PTZ/QUAD,,,"District 5 DOT, Scope of work",,,,
-84.3642,33.75458,Edgewood Ave NE & Krog St NE,,,,PTZ/QUAD,,,"District 5 DOT, Scope of work",,,,
-84.3755,33.75438,Edgewood Ave SE & WM Holmes Borders Sr Dr NE,,,,PTZ/QUAD,,,"District 5 DOT, Scope of work",,,,
-84.37781585,33.7554866,#01 - Auburn Ave NE Eastbound at Fort St NE,,,,existingPole,,,"Zone 6 LPR Study, permitting",,,,
-84.37226524,33.7555556,#02 - Auburn Ave NE Westbound at Boulevard NE,,,,existingPole,,,"Zone 6 LPR Study, permitting",,,,
-84.37355355,33.7305522,#03 - Cherokee Ave SE Northbound at Atlanta Ave SE,,,,flockPole,,,"Zone 6 LPR Study, permitting",,,,
-84.36830301,33.7170692,#04 - Custer Ave Southeast EB at Boulevard Southeast,,,,existingPole,,,"Zone 6 LPR Study, permitting",,,,
-84.35037741,33.7155037,#05 - Custer Ave Southeast WB at Moreland Ave Southeast,,,,flockPole,,,"Zone 6 LPR Study, permitting",,,,
-84.3778916,33.7542632,#06 - Edgewood Ave NE Eastbound at Bell St NE,,,,flockPole,,,"Zone 6 LPR Study, permitting",,,,
-84.37226286,33.7543874,#07 - Edgewood Ave Northeast WB at Boulevard Northeast,,,,flockPole,,,"Zone 6 LPR Study, permitting",,,,
-84.35105124,33.7640593,#08 - Euclid Ave NE Westbound at Colquitt Ave NE,,,,flockPole,,,"Zone 6 LPR Study, permitting",,,,
-84.36776613,33.7702553,#09 - Glen Iris Dr NE Southbound at North Ave NE,,,,existingPole,,,"Zone 6 LPR Study, permitting",,,,
-84.29134005,33.7390035,#10 - Glenwood Ave SE Westbound at Hooper St SE,,,,flockPole,,,"Zone 6 LPR Study, permitting",,,,
-84.29376259,33.7516038,#11 - Hosea Williams  Dr NE Westbound at Candler Rd NE,,,,flockPole,,,"Zone 6 LPR Study, permitting",,,,
-84.37277942,33.7577572,#12 - Irwin St NE Westbound at Boulevard NE,,,,flockPole,,,"Zone 6 LPR Study, permitting",,,,
-84.36417,33.755031,#13 - Krog St NE Northbound at Dekalb Ave NE,,,,existingPole,,,"Zone 6 LPR Study, permitting",,,,
-84.36441682,33.7568829,#14 - Krog St NE Southbound at Irwin St NE,,,,flockPole,,,"Zone 6 LPR Study, permitting",,,,
-84.34904557,33.7649381,#15 - McLendon Ave NE Eastbound at Moreland Ave NE,,,,flockPole,,,"Zone 6 LPR Study, permitting",,,,
-84.32274751,33.7644924,#16 - McLendon Ave NE Westbound at Howard Cir,,,,flockPole,,,"Zone 6 LPR Study, permitting",,,,
-84.36613,33.746769,#17 - Memorial Dr NE Westbound at Boulevard NE,,,,flockPole,,,"Zone 6 LPR Study, permitting",,,,
-84.348989,33.747514,#18 - Memorial Dr Se Eastbound at Moreland Ave SE,,,,flockPole,,,"Zone 6 LPR Study, permitting",,,,
-84.349176,33.76976,#19 - Moreland Ave NE Southbound at Freedom Parkway NE,,,,flockPole,,,"Zone 6 LPR Study, permitting",,,,
-84.349302,33.749823,#20 - Moreland Ave NE Southbound at Kirkwood Ave SE,,,,flockPole,,,"Zone 6 LPR Study, permitting",,,,
-84.38662144,33.748421,#21 - Jesse Hill Jr Dr Southbound at MLK Jr Dr SE,,,,flockPole,,,"Zone 6 LPR Study, permitting",,,,
-84.37998392,33.752752,#22 - Pratt St SE Southbound at Coca Cola Pl SE,,,,flockPole,,,"Zone 6 LPR Study, permitting",,,,
-84.35260711,33.7687265,#23 - North Highland Ave NE Southbound at John Lewis Freedom Parkway N,,,,flockPole,,,"Zone 6 LPR Study, permitting",,,,
